Date,Price,Open,High,Low,Change %
1989-12-29,2.5533,2.5525,2.5533,2.5405,0.41%
1989-12-28,2.543,2.538,2.548,2.5305,0.15%
1989-12-27,2.5393,2.5385,2.5427,2.533,-0.61%
1989-12-22,2.555,2.55,2.5695,2.55,-0.21%
1989-12-21,2.5605,2.559,2.567,2.556,-0.58%
1989-12-20,2.5755,2.574,2.5865,2.57,0.40%
1989-12-19,2.5652,2.5645,2.5652,2.551,0.50%
1989-12-18,2.5525,2.55,2.564,2.5405,0.00%
1989-12-15,2.5525,2.55,2.5765,2.55,-0.73%
1989-12-14,2.5713,2.5705,2.5762,2.56,0.11%
1989-12-13,2.5685,2.567,2.5715,2.533,0.08%
1989-12-12,2.5665,2.565,2.5865,2.565,-0.85%
1989-12-11,2.5885,2.587,2.5955,2.5815,-0.12%
1989-12-08,2.5915,2.589,2.599,2.585,0.12%
1989-12-07,2.5885,2.587,2.5915,2.5785,0.35%
1989-12-06,2.5795,2.578,2.5985,2.578,-0.42%
1989-12-05,2.5905,2.589,2.6105,2.585,-0.38%
1989-12-04,2.6005,2.599,2.6045,2.591,-0.23%
1989-12-01,2.6065,2.605,2.6095,2.59,0.04%
1989-11-30,2.6055,2.604,2.62,2.602,0.12%
1989-11-29,2.6025,2.601,2.6105,2.5908,-0.25%
1989-11-28,2.609,2.6075,2.6195,2.6075,0.10%
1989-11-27,2.6065,2.605,2.6175,2.597,-0.19%
1989-11-24,2.6115,2.61,2.621,2.599,-0.23%
1989-11-23,2.6175,2.6165,2.6215,2.605,0.06%
1989-11-22,2.616,2.6145,2.6215,2.601,0.17%
1989-11-21,2.6115,2.61,2.6345,2.61,-0.50%
1989-11-20,2.6247,2.6247,2.6382,2.6247,-0.26%
1989-11-17,2.6315,2.63,2.6382,2.629,0.19%
1989-11-16,2.6265,2.625,2.6435,2.62,0.06%
1989-11-15,2.625,2.623,2.6405,2.619,-0.32%
1989-11-14,2.6335,2.632,2.655,2.632,-0.68%
1989-11-13,2.6515,2.65,2.661,2.65,0.23%
1989-11-10,2.6455,2.644,2.6485,2.634,0.46%
1989-11-09,2.6335,2.632,2.641,2.628,0.02%
1989-11-08,2.633,2.6315,2.641,2.626,0.06%
1989-11-07,2.6315,2.63,2.6365,2.626,-0.23%
1989-11-06,2.6375,2.636,2.647,2.6305,0.23%
1989-11-03,2.6315,2.63,2.639,2.62,-0.38%
1989-11-02,2.6415,2.64,2.661,2.637,0.38%
1989-11-01,2.6315,2.63,2.651,2.63,-0.23%
