Release Date,Year,Start Month,Start Day,End Month,End Day,Start Date (Temp),End Date (Temp),Start Date (String),End Date (String),Time,Actual,Forecast,Previous
1/28/2002,2002,1,1,1,31,1/1/2002,1/31/2002,2002-01-01,2002-01-31,4:00,86.3,85.7,86.2
12/17/2001,2001,12,1,12,31,12/1/2001,12/31/2001,2001-12-03,2001-12-31,4:00,84.9,85.2,84.7
11/21/2001,2001,11,1,11,30,11/1/2001,11/30/2001,2001-11-01,2001-11-30,4:00,84.7,85.2,85
10/19/2001,2001,10,1,10,31,10/1/2001,10/31/2001,2001-10-01,2001-10-31,4:00,85,88.4,89.5
9/21/2001,2001,9,1,9,30,9/1/2001,9/30/2001,2001-09-03,2001-09-28,4:00,89.5,89.8,89.8
8/22/2001,2001,8,1,8,31,8/1/2001,8/31/2001,2001-08-01,2001-08-31,4:00,89.8,88.9,89.5
7/23/2001,2001,7,1,7,31,7/1/2001,7/31/2001,2001-07-02,2001-07-31,4:00,89.5,90,90.9
6/22/2001,2001,6,1,6,30,6/1/2001,6/30/2001,2001-06-01,2001-06-29,4:00,90.9,91.9,90.8
5/22/2001,2001,5,1,5,31,5/1/2001,5/31/2001,2001-05-01,2001-05-31,4:00,92.5,93.3,93.9
4/23/2001,2001,4,1,4,30,4/1/2001,4/30/2001,2001-04-02,2001-04-30,4:00,93.9,94.2,94.9
3/21/2001,2001,3,1,3,31,3/1/2001,3/31/2001,2001-03-01,2001-03-30,4:00,94.9,97,97.5
2/21/2001,2001,2,1,2,28,2/1/2001,2/28/2001,2001-02-01,2001-02-28,4:00,97.5,96.2,96.5
1/22/2001,2001,1,1,1,31,1/1/2001,1/31/2001,2001-01-01,2001-01-31,4:00,96.5,96.8,96.8
12/15/2000,2000,12,1,12,31,12/1/2000,12/31/2000,2000-12-01,2000-12-29,4:00,97,97,97.2
11/21/2000,2000,11,1,11,30,11/1/2000,11/30/2000,2000-11-01,2000-11-30,4:00,97.2,97.6,98
10/19/2000,2000,10,1,10,31,10/1/2000,10/31/2000,2000-10-02,2000-10-31,4:00,98,98.5,99
9/20/2000,2000,9,1,9,30,9/1/2000,9/30/2000,2000-09-01,2000-09-29,4:00,99,99.4,99.1
8/22/2000,2000,8,1,8,31,8/1/2000,8/31/2000,2000-08-01,2000-08-31,4:00,99.1,101.5,100.4
7/19/2000,2000,7,1,7,31,7/1/2000,7/31/2000,2000-07-03,2000-07-31,4:00,100.4,102.1,102.1
6/20/2000,2000,6,1,6,30,6/1/2000,6/30/2000,2000-06-01,2000-06-30,4:00,102.1,101.4,102
5/18/2000,2000,5,1,5,31,5/1/2000,5/31/2000,2000-05-01,2000-05-31,4:00,101.2,101,100.5
4/18/2000,2000,4,1,4,30,4/1/2000,4/30/2000,2000-04-03,2000-04-28,4:00,100.5,101.3,100.9
3/21/2000,2000,3,1,3,31,3/1/2000,3/31/2000,2000-03-01,2000-03-31,4:00,100.9,100.5,100.1
2/17/2000,2000,2,1,2,29,2/1/2000,2/29/2000,2000-02-01,2000-02-29,4:00,100.1,99.7,100.2
1/20/2000,2000,1,1,1,31,1/1/2000,1/31/2000,2000-01-03,2000-01-31,4:00,99.6,99.4,
12/1/1999,1999,12,1,12,31,12/1/1999,12/31/1999,1999-12-01,1999-12-31,4:00,104.6,,102.2
11/1/1999,1999,11,1,11,30,11/1/1999,11/30/1999,1999-11-01,1999-11-30,4:00,102.2,,102
10/1/1999,1999,10,1,10,31,10/1/1999,10/31/1999,1999-10-01,1999-10-29,4:00,102,,100.2
9/1/1999,1999,9,1,9,30,9/1/1999,9/30/1999,1999-09-01,1999-09-30,4:00,100.2,,98.9
8/1/1999,1999,8,1,8,31,8/1/1999,8/31/1999,1999-08-02,1999-08-31,4:00,98.9,,98.3
7/1/1999,1999,7,1,7,31,7/1/1999,7/31/1999,1999-07-01,1999-07-30,4:00,98.3,,97
6/1/1999,1999,6,1,6,30,6/1/1999,6/30/1999,1999-06-01,1999-06-30,4:00,97,,96.7
5/1/1999,1999,5,1,5,31,5/1/1999,5/31/1999,1999-05-03,1999-05-31,4:00,96.7,,97.2
4/1/1999,1999,4,1,4,30,4/1/1999,4/30/1999,1999-04-01,1999-04-30,4:00,97.2,,96.4
3/1/1999,1999,3,1,3,31,3/1/1999,3/31/1999,1999-03-01,1999-03-31,4:00,96.4,,98
2/1/1999,1999,2,1,2,28,2/1/1999,2/28/1999,1999-02-01,1999-02-26,4:00,98,,99.2
1/1/1999,1999,1,1,1,31,1/1/1999,1/31/1999,1999-01-01,1999-01-29,4:00,99.2,,99.5
12/1/1998,1998,12,1,12,31,12/1/1998,12/31/1998,1998-12-01,1998-12-31,4:00,99.5,,99.1
11/1/1998,1998,11,1,11,30,11/1/1998,11/30/1998,1998-11-02,1998-11-30,4:00,99.1,,100.2
10/1/1998,1998,10,1,10,31,10/1/1998,10/31/1998,1998-10-01,1998-10-30,4:00,100.2,,102.4
9/1/1998,1998,9,1,9,30,9/1/1998,9/30/1998,1998-09-01,1998-09-30,4:00,102.4,,103.6
8/1/1998,1998,8,1,8,31,8/1/1998,8/31/1998,1998-08-03,1998-08-31,4:00,103.6,,103.5
7/1/1998,1998,7,1,7,31,7/1/1998,7/31/1998,1998-07-01,1998-07-31,4:00,103.5,,103.9
6/1/1998,1998,6,1,6,30,6/1/1998,6/30/1998,1998-06-01,1998-06-30,4:00,103.9,,104.1
5/1/1998,1998,5,1,5,31,5/1/1998,5/31/1998,1998-05-01,1998-05-29,4:00,104.1,,104.6
4/1/1998,1998,4,1,4,30,4/1/1998,4/30/1998,1998-04-01,1998-04-30,4:00,104.6,,104.1
3/1/1998,1998,3,1,3,31,3/1/1998,3/31/1998,1998-03-02,1998-03-31,4:00,104.1,,103.5
2/1/1998,1998,2,1,2,28,2/1/1998,2/28/1998,1998-02-02,1998-02-27,4:00,103.5,,105.2
1/1/1998,1998,1,1,1,31,1/1/1998,1/31/1998,1998-01-01,1998-01-30,4:00,105.2,,104.3
12/1/1997,1997,12,1,12,31,12/1/1997,12/31/1997,1997-12-01,1997-12-31,4:00,104.3,,104.1
11/1/1997,1997,11,1,11,30,11/1/1997,11/30/1997,1997-11-03,1997-11-28,4:00,104.1,,103.7
10/1/1997,1997,10,1,10,31,10/1/1997,10/31/1997,1997-10-01,1997-10-31,4:00,103.7,,101.6
9/1/1997,1997,9,1,9,30,9/1/1997,9/30/1997,1997-09-01,1997-09-30,4:00,101.6,,101.5
8/1/1997,1997,8,1,8,31,8/1/1997,8/31/1997,1997-08-01,1997-08-29,4:00,101.5,,99.9
7/1/1997,1997,7,1,7,31,7/1/1997,7/31/1997,1997-07-01,1997-07-31,4:00,99.9,,99.9
6/1/1997,1997,6,1,6,30,6/1/1997,6/30/1997,1997-06-02,1997-06-30,4:00,99.9,,99.3
5/1/1997,1997,5,1,5,31,5/1/1997,5/31/1997,1997-05-01,1997-05-30,4:00,99.3,,98.5
4/1/1997,1997,4,1,4,30,4/1/1997,4/30/1997,1997-04-01,1997-04-30,4:00,98.5,,98.6
3/1/1997,1997,3,1,3,31,3/1/1997,3/31/1997,1997-03-03,1997-03-31,4:00,98.6,,98.1
2/1/1997,1997,2,1,2,28,2/1/1997,2/28/1997,1997-02-03,1997-02-28,4:00,98.1,,97.6
1/1/1997,1997,1,1,1,31,1/1/1997,1/31/1997,1997-01-01,1997-01-31,4:00,97.6,,97.2
12/1/1996,1996,12,1,12,31,12/1/1996,12/31/1996,1996-12-02,1996-12-31,4:00,97.2,,97.7
11/1/1996,1996,11,1,11,30,11/1/1996,11/30/1996,1996-11-01,1996-11-29,4:00,97.7,,97
10/1/1996,1996,10,1,10,31,10/1/1996,10/31/1996,1996-10-01,1996-10-31,4:00,97,,95.2
9/1/1996,1996,9,1,9,30,9/1/1996,9/30/1996,1996-09-02,1996-09-30,4:00,95.2,,95
8/1/1996,1996,8,1,8,31,8/1/1996,8/31/1996,1996-08-01,1996-08-30,4:00,95,,92.6
7/1/1996,1996,7,1,7,31,7/1/1996,7/31/1996,1996-07-01,1996-07-31,4:00,92.6,,92.8
6/1/1996,1996,6,1,6,30,6/1/1996,6/30/1996,1996-06-03,1996-06-28,4:00,92.8,,93.7
5/1/1996,1996,5,1,5,31,5/1/1996,5/31/1996,1996-05-01,1996-05-31,4:00,93.7,,92.9
4/1/1996,1996,4,1,4,30,4/1/1996,4/30/1996,1996-04-01,1996-04-30,4:00,92.9,,94.1
3/1/1996,1996,3,1,3,31,3/1/1996,3/31/1996,1996-03-01,1996-03-29,4:00,94.1,,95.1
2/1/1996,1996,2,1,2,29,2/1/1996,2/29/1996,1996-02-01,1996-02-29,4:00,95.1,,96
1/1/1996,1996,1,1,1,31,1/1/1996,1/31/1996,1996-01-01,1996-01-31,4:00,96,,96.8
12/1/1995,1995,12,1,12,31,12/1/1995,12/31/1995,1995-12-01,1995-12-29,4:00,96.8,,96.8
11/1/1995,1995,11,1,11,30,11/1/1995,11/30/1995,1995-11-01,1995-11-30,4:00,96.8,,97.9
10/1/1995,1995,10,1,10,31,10/1/1995,10/31/1995,1995-10-02,1995-10-31,4:00,97.9,,97.5
9/1/1995,1995,9,1,9,30,9/1/1995,9/30/1995,1995-09-01,1995-09-29,4:00,97.5,,98
8/1/1995,1995,8,1,8,31,8/1/1995,8/31/1995,1995-08-01,1995-08-31,4:00,98,,99.8
7/1/1995,1995,7,1,7,31,7/1/1995,7/31/1995,1995-07-03,1995-07-31,4:00,99.8,,100.7
6/1/1995,1995,6,1,6,30,6/1/1995,6/30/1995,1995-06-01,1995-06-30,4:00,100.7,,101.2
5/1/1995,1995,5,1,5,31,5/1/1995,5/31/1995,1995-05-01,1995-05-31,4:00,101.2,,102.3
4/1/1995,1995,4,1,4,30,4/1/1995,4/30/1995,1995-04-03,1995-04-28,4:00,102.3,,104.9
3/1/1995,1995,3,1,3,31,3/1/1995,3/31/1995,1995-03-01,1995-03-31,4:00,104.9,,104.4
2/1/1995,1995,2,1,2,28,2/1/1995,2/28/1995,1995-02-01,1995-02-28,4:00,104.4,,104.8
1/1/1995,1995,1,1,1,31,1/1/1995,1/31/1995,1995-01-02,1995-01-31,4:00,104.8,,105.4
12/1/1994,1994,12,1,12,31,12/1/1994,12/31/1994,1994-12-01,1994-12-30,4:00,105.4,,105.2
11/1/1994,1994,11,1,11,30,11/1/1994,11/30/1994,1994-11-01,1994-11-30,4:00,105.2,,103.9
10/1/1994,1994,10,1,10,31,10/1/1994,10/31/1994,1994-10-03,1994-10-31,4:00,103.9,,101.7
9/1/1994,1994,9,1,9,30,9/1/1994,9/30/1994,1994-09-01,1994-09-30,4:00,101.7,,100.8
8/1/1994,1994,8,1,8,31,8/1/1994,8/31/1994,1994-08-01,1994-08-31,4:00,100.8,,101.5
7/1/1994,1994,7,1,7,31,7/1/1994,7/31/1994,1994-07-01,1994-07-29,4:00,101.5,,99.4
6/1/1994,1994,6,1,6,30,6/1/1994,6/30/1994,1994-06-01,1994-06-30,4:00,99.4,,98.8
5/1/1994,1994,5,1,5,31,5/1/1994,5/31/1994,1994-05-02,1994-05-31,4:00,98.8,,96.9
4/1/1994,1994,4,1,4,30,4/1/1994,4/30/1994,1994-04-01,1994-04-29,4:00,96.9,,95.6
3/1/1994,1994,3,1,3,31,3/1/1994,3/31/1994,1994-03-01,1994-03-31,4:00,95.6,,92.8
2/1/1994,1994,2,1,2,28,2/1/1994,2/28/1994,1994-02-01,1994-02-28,4:00,92.8,,92.9
1/1/1994,1994,1,1,1,31,1/1/1994,1/31/1994,1994-01-03,1994-01-31,4:00,92.9,,91.8
12/1/1993,1993,12,1,12,31,12/1/1993,12/31/1993,1993-12-01,1993-12-31,4:00,91.8,,90.9
11/1/1993,1993,11,1,11,30,11/1/1993,11/30/1993,1993-11-01,1993-11-30,4:00,90.9,,90.2
10/1/1993,1993,10,1,10,31,10/1/1993,10/31/1993,1993-10-01,1993-10-29,4:00,90.2,,91
9/1/1993,1993,9,1,9,30,9/1/1993,9/30/1993,1993-09-01,1993-09-30,4:00,91,,89.1
8/1/1993,1993,8,1,8,31,8/1/1993,8/31/1993,1993-08-02,1993-08-31,4:00,89.1,,88.7
7/1/1993,1993,7,1,7,31,7/1/1993,7/31/1993,1993-07-01,1993-07-30,4:00,88.7,,87.2
6/1/1993,1993,6,1,6,30,6/1/1993,6/30/1993,1993-06-01,1993-06-30,4:00,87.2,,87.8
5/1/1993,1993,5,1,5,31,5/1/1993,5/31/1993,1993-05-03,1993-05-31,4:00,87.8,,88.7
4/1/1993,1993,4,1,4,30,4/1/1993,4/30/1993,1993-04-01,1993-04-30,4:00,88.7,,86.7
3/1/1993,1993,3,1,3,31,3/1/1993,3/31/1993,1993-03-01,1993-03-31,4:00,86.7,,88.6
2/1/1993,1993,2,1,2,28,2/1/1993,2/28/1993,1993-02-01,1993-02-26,4:00,88.6,,89.4
1/1/1993,1993,1,1,1,31,1/1/1993,1/31/1993,1993-01-01,1993-01-29,4:00,89.4,,88.1
12/1/1992,1992,12,1,12,31,12/1/1992,12/31/1992,1992-12-01,1992-12-31,4:00,88.1,,89.9
11/1/1992,1992,11,1,11,30,11/1/1992,11/30/1992,1992-11-02,1992-11-30,4:00,89.9,,93.2
10/1/1992,1992,10,1,10,31,10/1/1992,10/31/1992,1992-10-01,1992-10-30,4:00,93.2,,94.3
9/1/1992,1992,9,1,9,30,9/1/1992,9/30/1992,1992-09-01,1992-09-30,4:00,94.3,,97.6
8/1/1992,1992,8,1,8,31,8/1/1992,8/31/1992,1992-08-03,1992-08-31,4:00,97.6,,98.9
7/1/1992,1992,7,1,7,31,7/1/1992,7/31/1992,1992-07-01,1992-07-31,4:00,98.9,,99.4
6/1/1992,1992,6,1,6,30,6/1/1992,6/30/1992,1992-06-01,1992-06-30,4:00,99.4,,99.8
5/1/1992,1992,5,1,5,31,5/1/1992,5/31/1992,1992-05-01,1992-05-29,4:00,99.8,,100.7
4/1/1992,1992,4,1,4,30,4/1/1992,4/30/1992,1992-04-01,1992-04-30,4:00,100.7,,101.8
3/1/1992,1992,3,1,3,31,3/1/1992,3/31/1992,1992-03-02,1992-03-31,4:00,101.8,,102.8
2/1/1992,1992,2,1,2,29,2/1/1992,2/29/1992,1992-02-03,1992-02-28,4:00,102.8,,104.2
1/1/1992,1992,1,1,1,31,1/1/1992,1/31/1992,1992-01-01,1992-01-31,4:00,104.2,,105.1
12/1/1991,1991,12,1,12,31,12/1/1991,12/31/1991,1991-12-02,1991-12-31,4:00,105.1,,105.5
11/1/1991,1991,11,1,11,30,11/1/1991,11/30/1991,1991-11-01,1991-11-29,4:00,105.5,,104.7
10/1/1991,1991,10,1,10,31,10/1/1991,10/31/1991,1991-10-01,1991-10-31,4:00,104.7,,104.6
9/1/1991,1991,9,1,9,30,9/1/1991,9/30/1991,1991-09-02,1991-09-30,4:00,104.6,,105.5
8/1/1991,1991,8,1,8,31,8/1/1991,8/31/1991,1991-08-01,1991-08-30,4:00,105.5,,106.5
7/1/1991,1991,7,1,7,31,7/1/1991,7/31/1991,1991-07-01,1991-07-31,4:00,106.5,,106.8
6/1/1991,1991,6,1,6,30,6/1/1991,6/30/1991,1991-06-03,1991-06-28,4:00,106.8,,108
5/1/1991,1991,5,1,5,31,5/1/1991,5/31/1991,1991-05-01,1991-05-31,4:00,108,,108.4
4/1/1991,1991,4,1,4,30,4/1/1991,4/30/1991,1991-04-01,1991-04-30,4:00,108.4,,109.6
3/1/1991,1991,3,1,3,31,3/1/1991,3/31/1991,1991-03-01,1991-03-29,4:00,109.6,,109.9
